,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue
975,47-0756970,Community Alliance Rehabilitation Services,Omaha,NE,1643904727000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,,,,,,,14.0,1.0,,,,12.0,3.0,,,,,15.0,,,2.0,13.0,,,,,,,5.0,,,1.0,,,,4.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,225.0,3.0,43.0,8.0,,2.0,,162.0,7.0,,,,162.0,63.0,,,,,,,,,,,,29.0,196.0,,,238339.0,0.0,-1.0,0.0,1.0,31142.189591078066,206488.0,8583737.0,WWW.COMMUNITY-ALLIANCE.ORG,272,17995649.0
976,47-0789054,Project Harmony-Haven for Abuse Response Members Serving Our,Omaha,NE,1626280383000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,0.0,2.0,0.0,,0.0,,18.0,0.0,,0.0,0.0,6.0,14.0,0.0,0.0,0.0,,,,,1.0,18.0,0.0,1.0,,,,,23.0,0.0,3.0,1.0,,0.0,,18.0,1.0,,,,18.0,5.0,0.0,0.0,0.0,,,,,,,,,0.0,18.0,5.0,0.0,103.0,1.0,7.0,20.0,,1.0,,70.0,4.0,,,,89.0,14.0,,,,,,,,,,,,3.0,82.0,18.0,,174233.0,383586.0,54.57785216353047,0.5,0.5,49755.479452054795,383586.0,7822119.0,WWW.PROJECTHARMONY.COM,148,20341905.0
978,47-2042581,Gospel Light Mennonite Church Medical Aid Plan,CANTON,OH,1656028800000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,6.0,,,,,,,6.0,,,,,,6.0,,,,,,6.0,,,,6.0,,,,6.0,,6.0,,,,,,,6.0,,,,,2.0,4.0,,0.0,,,,6.0,,,,6.0,,,,6.0,,290.0,,,,,,,,,,290.0,,,,,290.0,,,,290.0,,,,290.0,,,,290.0,,164647.0,208511.75,21.03706385851157,0.8,0.2,31881.552016985137,292513.0,16014905.0,WWW.LIBERTYHEALTHSHARE.ORG,476,372680675.0
981,47-2772048,Learning Policy Institute,Palo Alto,CA,1695686400000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,9.0,1.0,2.0,1.0,,,,4.0,1.0,,,,6.0,3.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,3.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,57.0,9.0,7.0,9.0,,,,28.0,3.0,,1.0,,46.0,10.0,,1.0,,,,,57.0,6.0,48.0,3.0,,4.0,52.0,1.0,,266452.85714285716,418261.0,36.29507481145573,0.125,0.875,89791.62666666666,493225.0,9017803.0,https://learningpolicyinstitute.org,83,13855594.0
982,47-3363891,Impact Justice,Oakland,CA,1695600000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,5.0,,2.0,1.0,,,,2.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,4.0,13.0,13.0,,,,30.0,7.0,,,23.0,53.0,13.0,3.0,,21.0,,,,,,,,,,,,,170243.75,258657.0,34.18165756194497,0.3333333333333333,0.6666666666666666,76823.81720430107,341344.0,8342904.0,WWW.IMPACTJUSTICE.ORG,99,17345959.0
983,47-3446334,Brilliant Detroit,Detroit,MI,1620152062000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,,4.0,1.0,,1.0,,5.0,,,,,5.0,6.0,,,,,,,,,,,,,,,,4.0,,2.0,,,,,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,166238.0,0.0,-1.0,0.0,1.0,34993.17333333333,166238.0,2790726.0,WWW.BRILLIANTDETROIT.ORG,76,7645252.0
984,47-3681860,Hopewell Fund,Washington,DC,1679616000000000000,,,,,,,,,,,4.0,,2.0,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,62.0,1.0,5.0,6.0,,,,47.0,,,,3.0,47.0,15.0,,,,,,,,,,,,,,,,51.0,3.0,8.0,6.0,,,,29.0,2.0,,3.0,,45.0,6.0,,,,,,,,,,,,,,,,253358.75,248036.0,-2.1459586511635407,0.2,0.8,99560.96153846153,302911.0,14204396.0,WWW.HOPEWELLFUND.ORG,135,123385939.0
986,47-4070026,Brighter Bites,Houston,TX,1675814400000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Decline to state,,,,,,12.0,2.0,1.0,1.0,,,,8.0,,,,,5.0,7.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,4.0,,,,,3.0,2.0,,,,,5.0,,,1.0,4.0,,,,5.0,,,90.0,7.0,7.0,48.0,,,,23.0,5.0,,,,78.0,12.0,,,,,,,90.0,1.0,,,89.0,,,,,0.0,188684.0,100.0,1.0,0.0,30713.077586206895,188684.0,3751401.0,www.brighterbites.org,117,11458795.0
989,47-4589916,Cesc,Tallahassee,FL,1647995064000000000,Black/African American,Female,Not transgender (cisgender),,,,,,,,7.0,,1.0,1.0,,,,5.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,5.0,,2.0,,,,,3.0,,,,,4.0,1.0,,,,,,,,2.0,3.0,,,,,,,66.0,,48.0,3.0,,,,15.0,,,,,40.0,26.0,,,,,,,,,,,,16.0,50.0,,,188246.0,0.0,-1.0,0.0,1.0,10591.304761904761,188246.0,1300333.0,WWW.KEARNEYCENTER.ORG,106,2364053.0
990,47-4649648,ALDER GRADUATE SCHOOL OF EDUCATION,Redwood City,CA,1694044800000000000,White/Caucasian/European,Female,,,,,,,,,13.0,2.0,3.0,1.0,,,,6.0,,,,1.0,6.0,7.0,,,,,,,,,,,,,,,,9.0,1.0,3.0,1.0,,,,4.0,0.0,,,,8.0,1.0,,,,,,,,,,,,,,,,82.0,9.0,12.0,16.0,,,2.0,31.0,7.0,,,5.0,57.0,20.0,,,5.0,,,,,,,,,,,,,226614.66666666666,214364.5,-5.714643360568871,0.25,0.75,34934.032,346066.0,6155171.0,HTTPS://ALDERGSE.EDU/,133,26265610.0
991,47-4657747,Sightsavers Inc,Boston,MA,1643197941000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,2.0,3.0,,,,,10.0,,,,,8.0,7.0,,,,,,,,,,,,3.0,12.0,,,14.0,2.0,3.0,0.0,,0.0,,9.0,0.0,,0.0,0.0,6.0,8.0,,,,,,,,,,,,,14.0,,,733.0,94.0,261.0,1.0,,0.0,,267.0,10.0,,96.0,4.0,368.0,365.0,0.0,0.0,0.0,,,,,,,,,34.0,619.0,10.0,70.0,0.0,173177.0,100.0,1.0,0.0,,173177.0,185508.0,SIGHTSAVERS.ORG,1,38408510.0
993,48-1181305,Catholic Charities of Northeast Kansas Inc,Overland Park,KS,1677542400000000000,White/Caucasian/European,Female,,,,,,,,,16.0,,2.0,1.0,,,,13.0,,,,,5.0,11.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,178.0,14.0,19.0,18.0,,,,120.0,5.0,,,2.0,120.0,58.0,,,,,,,,,,,,,,,,170186.0,0.0,-1.0,0.0,1.0,22292.184210526317,170186.0,6099907.0,WWW.CATHOLICCHARITIESKS.ORG,267,19984016.0
994,51-0065748,YOUNG MENS CHRISTIAN ASSOCIATION OF DELAWARE,Wilmington,DE,1566864000000000000,White/Caucasian/European,Female,,,,,,,,,26.0,2.0,4.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2365.0,40.0,474.0,104.0,,5.0,,1356.0,62.0,,,324.0,1556.0,809.0,,,,,,,,,,,,,,,,222629.33333333334,206314.5,-7.907749253364811,0.25,0.75,10353.679928741092,368248.0,19184002.0,WWW.YMCADE.ORG,1692,39943473.0
995,51-0079778,Opportunity Center Incorporated,Oakton,VA,1669075200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,,1.0,,,,9.0,,,3.0,,3.0,9.0,,2.0,,,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,6.0,46.0,5.0,,,,92.0,3.0,,,,70.0,82.0,,,,,152.0,,,,,,,26.0,31.0,36.0,59.0,53878.6,44660.5,-20.640386919089572,0.5454545454545454,0.45454545454545453,20663.902953586497,173034.0,5434701.0,WWW.SERVICESOURCE.ORG,248,7361490.0
998,51-0144434,Marine Mammal Center,SAUSALITO,CA,1662483895000000000,,Female,,,,,,,,,22.0,,,,,,,,,,,,10.0,12.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,4.0,,,,,,,,2.0,3.0,,,,,,,104.0,1.0,1.0,2.0,,1.0,,61.0,2.0,,,36.0,,,,,,,,,,,,,,,,,,255281.0,208099.66666666666,-22.672469441725845,0.6,0.4,73752.62295081967,295979.0,10132681.0,WWW.MARINEMAMMALCENTER.ORG,127,22610379.0
999,51-0151069,Peninsula Agency On Aging Inc,NEWPORT NEWS,VA,1684713600000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,12.0,1.0,4.0,1.0,,,,6.0,,,,,8.0,4.0,,,,,,,,,,,,,,,,8.0,1.0,2.0,,,,,5.0,,,,,7.0,1.0,,,,,,,,,,,,1.0,7.0,,,75.0,2.0,33.0,2.0,,,,38.0,,,,,47.0,28.0,,,,,,,,,,,,,,,,0.0,197504.0,100.0,1.0,0.0,20635.266666666666,197504.0,2054678.0,WWW.PAAINC.ORG,91,5002538.0
1000,51-0159122,Interim Inc,MONTEREY,CA,1687860958000000000,Native Hawaiian/Pacific Islander,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),,,12.0,,,2.0,,,,10.0,,,,,7.0,5.0,,,,,,,,,,,,,,,,8.0,2.0,0.0,2.0,,,1.0,3.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,228.0,10.0,13.0,120.0,,3.0,2.0,66.0,14.0,,,,150.0,77.0,1.0,,,,,,,,,,,,,,,191796.0,193414.0,0.8365475094874208,0.25,0.75,47992.45220588235,227117.0,13822749.0,www.interiminc.org,276,24167448.0
1001,51-0173390,Building Opportunities for Self- Sufficiency,BERKELEY,CA,1630972800000000000,Black/African American,Male,Not transgender (cisgender),,,,,,,,13.0,1.0,6.0,,,,,4.0,,,2.0,,5.0,8.0,,,,,,,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,5.0,65.0,12.0,,3.0,,15.0,10.0,,,,53.0,55.0,1.0,1.0,,,,,,,,,,,,,,0.0,222622.0,100.0,1.0,0.0,38590.41139240506,222622.0,6319907.0,N/A,159,15313227.0
1005,51-0187791,Mission Economic Development Agency,San Francisco,CA,1674777600000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),,,,,,,,10.0,,1.0,8.0,,,,1.0,,,,,5.0,5.0,,,,,,,,,,,,,,,,13.0,3.0,,8.0,,,,1.0,1.0,,,,8.0,5.0,,,,,,,,,,,,,,,,87.0,13.0,,65.0,,1.0,,4.0,3.0,,1.0,,51.0,35.0,1.0,,,,,,,,,,,,,,,179674.6,245462.0,26.801460103804253,0.2857142857142857,0.7142857142857143,71921.21296296296,312612.0,9156788.0,WWW.MEDASF.ORG,115,20206962.0
1007,51-0202349,Waterford Institute Inc,Salt Lake City,UT,1681862400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,4.0,2.0,0.0,0.0,1.0,24.0,0.0,,0.0,0.0,19.0,12.0,,,,,,,,,,,,,,,,307.0,5.0,34.0,71.0,0.0,1.0,6.0,186.0,4.0,,0.0,0.0,234.0,71.0,2.0,0.0,0.0,,,,,,,,,,,,,295387.1666666667,298239.85714285716,0.9565087991656434,0.7,0.3,74810.83896103896,447841.0,34749854.0,N/A,405,59028188.0
1009,51-0225189,Independence School Inc,Newark,DE,1670544000000000000,White/Caucasian/European,Female,,,,,,,,,13.0,3.0,,,,,,10.0,,,,,8.0,5.0,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,72.0,4.0,1.0,,,,,66.0,,,1.0,,63.0,9.0,,,,,,,,,,,,,,,,258812.0,0.0,-1.0,0.0,1.0,44626.03448275862,258812.0,5435432.0,WWW.THEINDEPENDENCESCHOOL.ORG,117,12237721.0
1010,51-0231573,Rose Brooks Center Inc,Kansas City,MO,1696464000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,1.0,3.0,1.0,,,,12.0,1.0,,,,13.0,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,81.0,,16.0,15.0,,,,46.0,4.0,,,,,,,,,,,,,,,,,,,,,183166.66666666666,150647.0,-21.586667286216557,0.25,0.75,35360.014492753624,195036.0,5579829.0,WWW.ROSEBROOKS.ORG,142,9910378.0
1011,51-0401308,Oceana Inc,WASHINGTON,DC,1695945600000000000,White/Caucasian/European,Male,,,,,,,,,26.0,,,,,,,,,,,,10.0,16.0,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,13.0,10.0,,,,,,,,,,,,,,,,122.0,7.0,8.0,13.0,,2.0,,91.0,1.0,,,,83.0,39.0,,,,,,,,,,,,,,,,279784.2,373849.4,25.161254772643744,0.5,0.5,79917.68363636364,546078.0,25245531.0,WWW.OCEANA.ORG,285,43967787.0
1013,52-0591576,Goodwill Industries of the Chesapeake Inc,BALTIMORE,MD,1674518400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,5.0,,,,,3.0,4.0,,,,,7.0,,,,7.0,,,,7.0,,,59.0,1.0,37.0,,,,,20.0,,1.0,,,46.0,13.0,,,,,59.0,,,,,,,,59.0,,,442799.5,231437.25,-91.32594256110458,0.6666666666666666,0.3333333333333333,66231.095,600672.0,28303786.0,WWW.GOODWILLCHES.ORG,406,88183927.0
1014,52-0591691,Washington College,CHESTERTOWN,MD,1630658890000000000,White/Caucasian/European,Male,,Heterosexual or Straight,,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,36.0,1.0,3.0,0.0,,0.0,,32.0,0.0,,0.0,0.0,7.0,29.0,,,,0.0,36.0,0.0,0.0,2.0,34.0,,,,,,,9.0,,1.0,,,,,8.0,,,,,6.0,3.0,,,,0.0,9.0,,,1.0,8.0,,,,,,,360.0,10.0,43.0,14.0,,2.0,,290.0,,,,1.0,,,,,,,,,,,,,,,,,,189632.8,193102.25,1.7966906133926517,0.4444444444444444,0.5555555555555556,24453.336095764273,253494.0,28276896.0,WWW.WASHCOLL.EDU,1095,131582653.0
1017,52-0681147,Everymind Inc,Rockville,MD,1671494400000000000,White/Caucasian/European,Female,,,,Asian/Asian American,Female,,,,17.0,,2.0,2.0,,,,12.0,1.0,,,,6.0,11.0,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,128.0,17.0,9.0,44.0,,1.0,,53.0,4.0,,,,111.0,17.0,,,,,,,,,,,,,,,,201990.5,0.0,-1.0,0.0,1.0,38827.448453608245,241429.0,7936506.0,WWW.EVERY-MIND.ORG,196,10140010.0
1020,52-0856660,Epilepsy Foundation of America,Bowie,MD,1671707277000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,5.0,,,,5.0,,,1.0,4.0,,,81.0,1.0,17.0,8.0,,0.0,,48.0,,,,7.0,50.0,12.0,,,19.0,,,,,,,,,,,,,262868.5,195346.33333333334,-34.56536169094548,0.3333333333333333,0.6666666666666666,60392.86274509804,457816.0,8323322.0,WWW.EPILEPSY.COM,111,21897167.0
1022,52-0882226,American Near East Refugee Aid Inc,Washington,DC,1687305600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,39.0,,,,,,,,,,,,18.0,21.0,,,,,,,,,,,,,,,,10.0,,1.0,,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,113.0,3.0,4.0,3.0,59.0,2.0,,19.0,,,,23.0,,,,,,,,,,,,,,,,,,171455.25,263674.5,34.974656252311085,0.3333333333333333,0.6666666666666666,187761.5172413793,342903.0,6658254.0,WWW.ANERA.ORG,35,100752656.0
1024,52-0915574,Bello Machre Inc,Glen Burnie,MD,1670889600000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,13.0,,,,,,,,,,13.0,,,,,13.0,,,,13.0,,,,13.0,,,,13.0,,9.0,,,,,,,,,,9.0,,,,,9.0,,,,9.0,,,,9.0,,,,9.0,,400.0,,,,,,,,,,400.0,,,,,400.0,,,,400.0,,,,400.0,,,,400.0,,234648.33333333334,0.0,-1.0,0.0,1.0,35815.11688311688,288932.0,17250529.0,WWW.BELLOMACHRE.ORG,465,25969354.0
1026,52-1006486,Sasha Bruce Youthwork Inc,Washington,DC,1660867200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,5.0,0.0,,,,12.0,1.0,,,,12.0,6.0,,,,,18.0,,,3.0,15.0,,,,18.0,,,4.0,,1.0,2.0,,,,1.0,,,,,2.0,2.0,,,,,4.0,,,1.0,3.0,,,,4.0,,,175.0,,157.0,5.0,,,,13.0,,,,,96.0,79.0,,,,,175.0,,,65.0,110.0,,,,160.0,15.0,,232706.0,0.0,-1.0,0.0,1.0,37629.86757990868,232706.0,8473647.0,WWW.SASHABRUCE.ORG,220,13751590.0
1027,52-1007373,N Street Village Inc,Washington,DC,1677024000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,26.0,0.0,7.0,0.0,,,,19.0,,,,,24.0,2.0,0.0,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,1.0,1.0,,,,0.0,2.0,0.0,,,,,2.0,,,,2.0,100.0,1.0,84.0,2.0,,0.0,,13.0,0.0,,0.0,0.0,92.0,8.0,,,,,,,,,,,,1.0,99.0,,,122784.0,204876.0,40.06911497686406,0.6666666666666666,0.3333333333333333,44221.85,218032.0,6723595.0,WWW.NSTREETVILLAGE.ORG,143,12098781.0
1028,52-1039553,Iona Senior Services,Washington,DC,1663891200000000000,Asian/Asian American,Male,,,,,,,,,14.0,,5.0,2.0,,,,7.0,,,,,10.0,4.0,,,,,,,,1.0,13.0,,,,,,,6.0,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,63.0,1.0,23.0,,,1.0,,38.0,,,,,53.0,9.0,1.0,,,,,,,,,,,,,,,0.0,227838.0,100.0,1.0,0.0,58192.17283950617,227838.0,4941404.0,www.iona.org,82,7214895.0
1030,52-1054102,House of Ruth,WASHINGTON DC,DC,1674172800000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21.0,,9.0,1.0,,,,11.0,,,,,15.0,6.0,,,,,21.0,,,1.0,20.0,,,,21.0,,,5.0,,4.0,,,,,1.0,,,,,4.0,1.0,,,,,5.0,,,,5.0,,,,5.0,,,91.0,1.0,84.0,1.0,,0.0,,5.0,0.0,,0.0,0.0,88.0,3.0,,,,,,,,,,,,,,,91.0,194491.66666666666,0.0,-1.0,0.0,1.0,58998.95652173913,255398.0,7368355.0,WWW.HOUSEOFRUTH.ORG,118,14647750.0
1031,52-1055687,Wonders Early Learning and Extended Day Inc,Bethesda,MD,1675728000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,1.0,2.0,1.0,,,,11.0,1.0,,,,13.0,3.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,,88.0,11.0,42.0,8.0,,1.0,,23.0,3.0,,,,73.0,15.0,,,,,,,,,,,,,,,,164913.0,0.0,-1.0,0.0,1.0,38230.7108433735,164913.0,3338062.0,WWW.WONDERSLEARNING.ORG,84,5007801.0
1032,52-1086761,National Park Foundation,Washington,DC,1664409600000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,24.0,,2.0,1.0,,2.0,,19.0,,,,,10.0,14.0,,,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,4.0,,,,,2.0,4.0,,,,,,,,,,,,,,,,100.0,9.0,14.0,5.0,,,,72.0,,,,,75.0,25.0,,,,,,,,,,,,,,,,220189.8,350144.5714285714,37.114604090065654,0.5833333333333334,0.4166666666666667,109468.57142857143,818051.0,14279881.0,WWW.NATIONALPARKS.ORG,110,148524292.0
1033,52-1100361,Naral Pro-Choice America Foundation,Washington,DC,1646147997000000000,Asian/Asian American,Female,,,,,,,,,10.0,1.0,3.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,4.0,,,,,5.0,1.0,,,,,,,,,6.0,,,,,,,88.0,5.0,16.0,8.0,,,,43.0,6.0,,10.0,,77.0,10.0,1.0,,,,,,,,,,,,,,,248814.6,242647.5,-2.5415881062034456,0.2857142857142857,0.7142857142857143,,0.0,0.0,www.prochoiceamerica.org/foundation,0,22524732.0
1035,52-1141804,Prosperity Now,Washington,DC,1681776000000000000,Black/African American,Male,,,,,,,,,17.0,,9.0,3.0,,5.0,,,,,,,9.0,8.0,,,,,,,,,,,,,,,,21.0,1.0,10.0,3.0,,,,5.0,1.0,,,1.0,14.0,7.0,,,,,,,,,,,,,,,,72.0,5.0,31.0,7.0,,,,24.0,4.0,,,1.0,58.0,14.0,,,,,,,,,,,,,,,,261396.4,307032.0,14.863467000182393,0.2857142857142857,0.7142857142857143,95660.35616438356,418156.0,8904252.0,WWW.PROSPERITYNOW.ORG,80,24644874.0
1036,52-1181448,Hospice of the Chesapeake,Pasadena,MD,1692835200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,2.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,4.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,309.0,5.0,93.0,9.0,,1.0,1.0,151.0,6.0,,19.0,24.0,284.0,25.0,,,,,,,,,,,,,,,,243441.0,272416.8,10.636568669773666,0.5,0.5,47034.25162689805,398866.0,24262079.0,HOSPICECHESAPEAKE.ORG,471,38956871.0
1037,52-1212849,National Assn of Latino Elected Officials NALEO Education Fund,LOS ANGELES,CA,1695600000000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,50.0,,,25.0,,,,,6.0,,19.0,,14.0,17.0,0.0,19.0,,0.0,22.0,28.0,,2.0,29.0,19.0,,5.0,25.0,20.0,,5.0,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,,46.0,,,,3.0,1.0,,,13.0,,,,,,,,,,,,,,,,,,184934.5,220686.0,16.200166752761845,0.3333333333333333,0.6666666666666666,79021.92105263157,247408.0,7186776.0,WWW.NALEO.ORG,82,10079749.0
1038,52-1213010,National Womens Law Center,WASHINGTON,DC,1643036265000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22.0,2.0,5.0,2.0,,,,11.0,2.0,,,,21.0,1.0,,,,,22.0,,,1.0,21.0,,,,,,,10.0,4.0,1.0,,,,,5.0,,,,,10.0,,,,,,10.0,,,,10.0,,,,,,,108.0,17.0,26.0,11.0,,1.0,,41.0,7.0,,4.0,1.0,99.0,4.0,4.0,1.0,,,,,,,,,,,,,,239421.08333333334,177152.5,-35.149706232389235,0.14285714285714285,0.8571428571428571,98850.3870967742,487634.0,15484806.0,www.nwlc.org,138,22849273.0
1041,52-1257057,World Resources Institute,WASHINGTON,DC,1636636936000000000,Asian/Asian American,Male,Not transgender (cisgender),Decline to state,Decline to state,,,,,,27.0,4.0,2.0,3.0,,0.0,,16.0,2.0,,,,10.0,17.0,,,,,27.0,,,,,,,,,,,34.0,,,,,,,,,,,,14.0,20.0,,,,,,,,,,,,,,,,1322.0,596.0,80.0,202.0,,0.0,,423.0,21.0,,0.0,0.0,743.0,579.0,0.0,0.0,0.0,,,,,,,,,10.0,519.0,53.0,740.0,243419.4,232001.4375,-4.921505066105461,0.6153846153846154,0.38461538461538464,105974.05462184874,296550.0,81811692.0,WWW.WRI.ORG,740,193968394.0
1042,52-1257425,Search for Common Ground,Washington,DC,1695859200000000000,Decline to state,Decline to state,,,,Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,,,,,,,,,,,,315.0,448.0,,1.0,5.0,,,,,,,,,,,,,208160.66666666666,227763.33333333334,8.606594564533369,0.6666666666666666,0.3333333333333333,162071.35443037975,330343.0,14794699.0,WWW.SFCG.ORG,88,35565187.0
