ein,org_name,city,state_code,dei_last_modified,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,total_revenue
47-0984801,Amudim Community Resources Inc,New York,NY,2021-10-13 06:12:50,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,,,,,,6.0,3.0,,1.0,,3.0,7.0,,,,,10.0,,,,,,,2.0,8.0,,,5.0,1.0,,,,,,3.0,1.0,,,,3.0,2.0,,,,,5.0,,,,5.0,,,,5.0,,,34.0,3.0,,,,,,19.0,6.0,,6.0,,21.0,13.0,,,,,,,34.0,4.0,30.0,,,5.0,29.0,,,9020569.0
52-1516692,Drug Policy Alliance,NEW YORK,NY,2023-08-14 00:00:00,Black/African American,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,1.0,,,,3.0,,,,,5.0,1.0,,,1.0,,,,7.0,3.0,4.0,,,,,,7.0,34.0,6.0,6.0,7.0,,,,15.0,,,,,19.0,13.0,,,2.0,,,,34.0,3.0,4.0,,27.0,,,,34.0,12568964.0
52-1660746,Green America,Washington,DC,2022-02-07 17:03:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,15.0,2.0,2.0,,,,,8.0,1.0,1.0,1.0,,10.0,2.0,1.0,2.0,,1.0,4.0,10.0,,1.0,11.0,3.0,,1.0,11.0,3.0,,7.0,,,,,,,6.0,,,1.0,,4.0,2.0,,1.0,,,1.0,6.0,,,6.0,1.0,,,5.0,1.0,1.0,34.0,1.0,1.0,,,,,24.0,1.0,2.0,1.0,4.0,20.0,7.0,,7.0,,,10.0,17.0,7.0,6.0,20.0,3.0,5.0,,23.0,1.0,10.0,8579763.0
53-0234290,United Way of the National Capital Area,VIENNA,VA,2021-11-09 00:00:00,Black/African American,Female,,,Person without a disability,,,,,,21.0,1.0,8.0,2.0,,,,10.0,,,,,9.0,12.0,,,,,,,21.0,,,,21.0,,21.0,,,7.0,,3.0,1.0,,,,3.0,,,,,4.0,3.0,,,,,,,7.0,,,,7.0,,7.0,,,34.0,4.0,13.0,4.0,,,,13.0,,,,,25.0,9.0,,,,,,,34.0,,,,34.0,,34.0,,,25572571.0
54-1282756,Loudoun Citizens for Social Justice Inc,Leesburg,VA,2022-12-07 15:10:19,,,,,,,,,,,10.0,,2.0,1.0,,,,7.0,,,,,5.0,5.0,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,34.0,2.0,2.0,7.0,,,,23.0,,,,,33.0,1.0,,,,,,,,,,,,,,,,2952777.0
54-1914671,Educacion Para Nuestro Futuro Founded By Escuela Bolivia,Arlington,VA,2022-08-31 00:00:00,Hispanic/Latino/Latina/Latinx,Male,,,Person without a disability,Hispanic/Latino/Latina/Latinx,Female,,,Person without a disability,9.0,1.0,0.0,4.0,,0.0,,4.0,0.0,,0.0,0.0,5.0,4.0,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,34.0,2.0,7.0,21.0,,,,4.0,,,,,26.0,8.0,,,,,,,,,,,,,,,,2621750.0
56-0678985,Communityworx,Carrboro,NC,2023-08-25 00:00:00,Afro-German or Black German,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,10.0,,3.0,1.0,,,,6.0,,,,,6.0,4.0,,,,,,,10.0,,,,10.0,,,,10.0,6.0,,4.0,,,,,1.0,,1.0,,,3.0,2.0,1.0,,,,5.0,,1.0,2.0,4.0,,,3.0,3.0,,,34.0,2.0,11.0,7.0,,1.0,,12.0,,1.0,,,18.0,10.0,6.0,,,6.0,28.0,,,9.0,25.0,,,12.0,22.0,,,1612558.0
56-1442966,HOSPITALITY HOUSE OF NORTHWEST NORTH CAROLINA,BOONE,NC,2022-09-12 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,20.0,,1.0,,,,,18.0,1.0,,,,11.0,9.0,,,,,20.0,,,2.0,18.0,,,,,,,4.0,,,,,,,4.0,,,,,2.0,2.0,,,,,4.0,,,1.0,3.0,,,,4.0,,,34.0,,3.0,2.0,,,,28.0,1.0,,,,17.0,16.0,1.0,,,1.0,33.0,,,5.0,29.0,,,,,,,3030640.0
57-0722206,Child Abuse Prevention Association,Beaufort,SC,2023-02-27 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,1.0,1.0,,,,,11.0,,,,,6.0,7.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,5.0,,,,,,5.0,,,,5.0,,,,5.0,,,34.0,,11.0,1.0,,,,22.0,,,,,31.0,3.0,,,,,,,,,,,,,,,,2145923.0
58-1709436,Friends of Disabled Adults and Children Too Inc,Stone Mountain,GA,2023-04-28 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,2.0,,,,1.0,14.0,,,,,2.0,15.0,,,,,,,,,,,,,,,,8.0,,3.0,,,,,5.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,34.0,2.0,10.0,1.0,,,,21.0,,,,,12.0,22.0,,,,,,,,,,,,,,,,7043688.0
58-2373779,Project Community Connections Inc,SNELLVILLE,GA,2022-11-08 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),,,Black/African American,Male,Not transgender (cisgender),,,17.0,0.0,7.0,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,34.0,1.0,25.0,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,10954285.0
59-0916076,Florida National Parks Association Inc,Homestead,FL,2021-03-03 16:42:25,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,17.0,0.0,1.0,1.0,,,,15.0,,,,,3.0,14.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,34.0,,,,,,,,,,,,15.0,19.0,,,,,,,,,,,,,,,,4575628.0
59-1819652,Humane Society of Manatee County Inc,Bradenton,FL,2023-02-23 00:00:00,White/Caucasian/European,Male,,,Person without a disability,,,,,,12.0,,,,,,,12.0,,,,,6.0,6.0,,,,,,,,,,,,,,,12.0,7.0,,,,,,,7.0,,,,,6.0,1.0,,,,,,,7.0,,,,,,,,7.0,34.0,,,,,,,,,,,,32.0,2.0,,,,,,,,,,,,,,,34.0,2658998.0
61-1374470,Young Adult Development in Action,Louisville,KY,2021-06-11 14:57:43,White/Caucasian/European,Female,Not transgender (cisgender),,Person without a disability,,,,,,20.0,,7.0,1.0,,,,12.0,,,,,7.0,13.0,,,,,,,20.0,,,,20.0,,,,20.0,3.0,,1.0,,,,,2.0,,,,,3.0,,,,,,3.0,,,,,,,,,,,34.0,,17.0,,,,,17.0,,,,,22.0,11.0,1.0,,,1.0,33.0,,,,,,34.0,,,,,4629154.0
65-0807808,South Florida Bible College & Theological Seminary,Deerfield Beach,FL,2022-08-26 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,2.0,,,,,9.0,2.0,,,,4.0,9.0,,,,,13.0,,,,13.0,,,,,,,7.0,,,,,,,6.0,1.0,,,,3.0,4.0,,,,,7.0,,,,7.0,,,,,,7.0,34.0,2.0,8.0,12.0,,12.0,,,,,,,23.0,11.0,,,,,34.0,,,,34.0,,,0.0,0.0,,34.0,3206392.0
71-0721742,Turpentine Creek Foundation Inc,Eureka Springs,AR,2023-01-19 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,,,,,,,,,,,8.0,5.0,3.0,,,,,,,8.0,,,8.0,,,,,8.0,10.0,,,,,,,,,,,10.0,7.0,3.0,,,,,,,10.0,,,,10.0,,,10.0,,34.0,,,,,,,,,,,34.0,,,,,34.0,,,,34.0,,,,34.0,,,34.0,,4123873.0
72-0986472,Chez Hope Inc,FRANKLIN,LA,2023-05-24 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,10.0,,1.0,,,1.0,,8.0,,,,,8.0,2.0,,,,,,,10.0,,,,10.0,,,,10.0,4.0,,2.0,,,,,2.0,,,,,4.0,,,,,,,,4.0,,4.0,,,,4.0,,,34.0,,20.0,,,2.0,,12.0,,,,,27.0,7.0,,,,,,,34.0,,,,34.0,,,,34.0,2018475.0
74-2090278,STAGES,Houston,TX,2022-08-30 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,32.0,,3.0,2.0,,,,25.0,2.0,,,,17.0,15.0,,,,,32.0,,,1.0,31.0,,,,,,,9.0,1.0,1.0,,,,,7.0,,,,,4.0,5.0,,,,,9.0,,,3.0,6.0,,,,9.0,,,34.0,,7.0,10.0,,,,15.0,2.0,,,,12.0,22.0,,,,2.0,32.0,,,,,,,,,34.0,,5949704.0
74-2440649,Comal County Family Violence Shelter Inc,New Braunfels,TX,2023-01-24 00:00:00,White/Caucasian/European,Female,,,,,,,,,12.0,,,2.0,,,,10.0,,,,,7.0,5.0,,,,,,,,,,,,,,,,5.0,,1.0,2.0,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,34.0,,5.0,11.0,,,,18.0,,,,,29.0,5.0,,,,,,,,,,,,,,,,3865173.0
74-2643545,Project Quest Inc,San Antonio,TX,2021-09-29 09:16:17,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Male,Decline to state,Decline to state,Decline to state,,,,,,18.0,,2.0,6.0,,,,9.0,1.0,,,,9.0,9.0,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,34.0,,3.0,23.0,,,,6.0,2.0,,,,27.0,7.0,,,,,,,,,,,,,,,,9372995.0
74-2736849,Texas Freedom Network,Austin,TX,2023-04-19 00:00:00,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,1.0,1.0,4.0,,,,12.0,,,,,11.0,7.0,,,,,16.0,2.0,,2.0,16.0,,,,,18.0,,3.0,,,1.0,,,,2.0,,,,,2.0,,1.0,,,1.0,2.0,,,1.0,2.0,,,,,3.0,,34.0,1.0,1.0,19.0,,,13.0,,,,,,27.0,3.0,4.0,,,3.0,31.0,,,10.0,24.0,,,,,34.0,,1269508.0
74-2788317,Texas Freedom Network Education Fund,Austin,TX,2023-05-04 00:00:00,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,1.0,1.0,4.0,,,,9.0,,,,,9.0,6.0,,,,,15.0,,,2.0,13.0,,,,,15.0,,3.0,,,1.0,,,,2.0,,,,,2.0,0.0,1.0,,,1.0,2.0,,,1.0,2.0,,,,3.0,,,34.0,,1.0,18.0,1.0,,,14.0,,,,,28.0,2.0,4.0,,,3.0,31.0,,,10.0,24.0,,,,,34.0,,4583579.0
76-0604478,Houstons Amazing Place Inc,Houston,TX,2023-08-21 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,4.0,5.0,1.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,9258803.0
77-0296087,Friends in Action International Inc,Elizabethtown,PA,2023-05-17 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,,,,,,,,,,,,1.0,7.0,,,,,8.0,,,,8.0,,,,8.0,,,3.0,,,,,,,,,,,,,3.0,,,,,3.0,,,,3.0,,,,3.0,,,34.0,,,,,,,,,,,,17.0,17.0,,,,,34.0,,,,34.0,,,1.0,33.0,,,2000679.0
81-4604206,Recoded CO,NEW YORK,NY,2021-06-21 16:46:23,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,6.0,2.0,,,,,,4.0,,,,,3.0,3.0,,,,,6.0,,,,5.0,,1.0,,6.0,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,15.0,19.0,,,,,,,,,,,,,,,,2315591.0
81-5467641,CROSSROADS HOPE ACADEMY INCORPORATED,Punta Gorda,FL,2023-02-01 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,,,,,,,9.0,,,,,1.0,8.0,,,,,9.0,,,,9.0,,,,9.0,,,13.0,,2.0,1.0,,,,10.0,,,,,5.0,8.0,,,,,13.0,,,,13.0,,,,13.0,,,34.0,,8.0,4.0,,,,22.0,,,,,20.0,14.0,,,,,34.0,,,1.0,20.0,,13.0,1.0,33.0,,,2043196.0
84-0454115,Emergency Family Assistance Association Inc,Boulder,CO,2022-03-02 16:28:47,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,2.0,1.0,1.0,,,,15.0,,,,,14.0,5.0,,,,0.0,19.0,0.0,0.0,,19.0,,,0.0,19.0,,,4.0,,,,,,,4.0,,,,,4.0,,,,,,4.0,,,1.0,3.0,,,,4.0,,,34.0,2.0,,13.0,,,,18.0,1.0,,,,28.0,6.0,,,,,34.0,,,1.0,31.0,,2.0,,34.0,,,9135892.0
84-1377794,The Learning Council,PAONIA,CO,2022-02-28 14:42:46,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,5.0,,,1.0,,,,4.0,,,,,4.0,1.0,,,,,5.0,,,1.0,4.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.0,2.0,9.0,,1.0,,18.0,2.0,,,1.0,26.0,7.0,1.0,,,1.0,33.0,,,14.0,20.0,,,4.0,26.0,,4.0,632521.0
84-1567838,Hope House of Colorado,Arvada,CO,2023-05-02 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,5.0,,,,5.0,,,,,,,34.0,,,,,,,,,,,,32.0,2.0,,,,,,,,,,,,,,,,5231711.0
85-0347650,Saint Elizabeth Shelter Corporation,Santa Fe,NM,2023-05-22 00:00:00,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),,,,,,,,9.0,1.0,,3.0,,,,5.0,,,,,4.0,5.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,,,,4.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,34.0,,4.0,18.0,,,,12.0,,,,,21.0,13.0,,,,,,,,,,,,,,,,4023137.0
85-0406306,Wildearth Guardians,SANTA FE,NM,2023-02-15 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,0.0,0.0,0.0,,1.0,,1.0,0.0,,9.0,0.0,1.0,1.0,0.0,9.0,,0.0,2.0,9.0,,,2.0,9.0,,,2.0,9.0,,10.0,,1.0,,,,,7.0,2.0,,,,7.0,3.0,,,,,10.0,,,3.0,7.0,,,1.0,8.0,1.0,,34.0,,1.0,,,,,17.0,4.0,,12.0,,13.0,6.0,,15.0,,,19.0,15.0,,5.0,14.0,,15.0,3.0,14.0,1.0,16.0,4580150.0
87-0283745,Enableutah,Ogden,UT,2023-01-20 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,1.0,2.0,,,,,3.0,,,,3.0,,,1.0,2.0,,,34.0,1.0,1.0,9.0,,1.0,,18.0,3.0,,,1.0,26.0,8.0,,,,,34.0,,,4.0,30.0,,,7.0,27.0,,,4419429.0
91-1458226,Gluten Intolerance Group of North America,Auburn,WA,2022-09-15 13:49:21,White/Caucasian/European,Female,Decline to state,Decline to state,Person without a disability,,,,,,13.0,,,,,,,,,,13.0,,,,,13.0,,,,13.0,,,,13.0,,,,13.0,,3.0,,,,,,,3.0,,,,,2.0,1.0,,,,,,3.0,,,,3.0,,,,3.0,,34.0,,,,,,,,,,34.0,,,,,34.0,,,,34.0,,,,34.0,,,,34.0,,4998119.0
93-0409105,Catholic Community Services of Lane County Inc,Springfield,OR,2022-11-01 11:43:44,,,,,,,,,,,10.0,,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,5.0,,,,29.0,,,,,28.0,6.0,,,,,,,,,,,,,,,,9531388.0
95-1641960,Assistance League of Los Angeles,Los Angeles,CA,2023-06-07 00:00:00,,Female,,,Decline to state,,,,,,14.0,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,2.0,4.0,22.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,5413597.0
01-0916973,Humility Homes and Services Inc,Davenport,IA,2023-02-03 00:00:00,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,2.0,,,,,11.0,,,,,5.0,8.0,,,,,,13.0,,,12.0,1.0,,,12.0,1.0,,6.0,,1.0,1.0,,,,4.0,,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,6.0,,,33.0,,8.0,3.0,,,,20.0,1.0,,1.0,,23.0,8.0,,2.0,,,,,,,,,,,20.0,,13.0,6635517.0
03-0519569,Bivona Child Advocacy Center,Rochester,NY,2023-05-30 00:00:00,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,1.0,3.0,1.0,,,,13.0,,,,,10.0,8.0,,,,0.0,18.0,,,1.0,17.0,,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,30.0,3.0,,,,,,,,,,,,,,,,3616755.0
04-3091002,The Center for Teen Empowerment Inc,Roxbury,MA,2021-06-22 10:28:26,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,9.0,,2.0,1.0,,,,6.0,,,,,4.0,5.0,,,,,,,,1.0,8.0,,,,,,,9.0,,4.0,,,,,5.0,,,,,4.0,5.0,,,,,,,,,,,,,,,,33.0,,22.0,4.0,,,,7.0,,,,,16.0,16.0,1.0,,,,,,,,,,,,,,,3014375.0
06-0646577,United Way of Western Connecticut Inc,DANBURY,CT,2023-04-04 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,13.0,0.0,1.0,1.0,,0.0,,11.0,0.0,,0.0,,5.0,8.0,0.0,0.0,,,,,,,,,,,,,,6.0,,2.0,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,33.0,1.0,6.0,9.0,,,,16.0,1.0,,,,31.0,2.0,,,,,,,,,,,,,,,,6698403.0
06-0990195,Save the Sound Inc,NEW HAVEN,CT,2023-02-01 13:43:19,,,,,,,,,,,14.0,0.0,0.0,0.0,,0.0,,14.0,0.0,,,,7.0,7.0,,,,,,,14.0,,,,14.0,,,,,4.0,,,2.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,33.0,1.0,3.0,1.0,,,,27.0,1.0,,,,16.0,12.0,,,5.0,,,,,,,,,,,,,5943488.0
06-1422248,Person To Person Inc,Darien,CT,2023-08-21 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,,2.0,2.0,0.0,,,18.0,,1.0,,,16.0,7.0,,,,,,,23.0,,,,23.0,,23.0,,,5.0,1.0,,,,,,4.0,,,,,4.0,1.0,,,,,,,5.0,,,,5.0,,,,5.0,33.0,1.0,5.0,11.0,,,,15.0,1.0,,,,24.0,9.0,,,,,,,33.0,,,,33.0,,,,33.0,13220629.0
20-0031641,Truthout,Sacramento,CA,2023-08-25 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,7.0,1.0,2.0,,1.0,,,3.0,,,,,4.0,3.0,,,,,7.0,,,1.0,6.0,,,1.0,6.0,,,5.0,1.0,1.0,1.0,,,,2.0,,,,,3.0,2.0,,,,,5.0,,,2.0,3.0,,,,5.0,,,33.0,5.0,7.0,3.0,,1.0,,16.0,1.0,,,,17.0,11.0,5.0,,,2.0,31.0,,,12.0,21.0,,,3.0,30.0,,,2314333.0
20-0636360,Outreach Inc,Union,IA,2022-08-04 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,9.0,,,,,,,9.0,,,,,4.0,5.0,,,,,9.0,,,,9.0,,,1.0,8.0,,,10.0,,2.0,,,,,8.0,,,,,5.0,5.0,,,,,10.0,,,,10.0,,,1.0,9.0,,,33.0,,18.0,,,,,15.0,,,,,14.0,19.0,,,,,33.0,,,,33.0,,,1.0,32.0,,,3524242.0
20-1002278,Center of Hope Haiti Inc,Middlebury,CT,2022-10-17 10:41:53,Black/African American,Female,,Heterosexual or Straight,Person without a disability,,,,,,9.0,,,,,,,,,,,,4.0,5.0,,,,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,,,,,,,,,,,,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,33.0,,,,,,,,,,,,18.0,15.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,364967.0
22-2483475,Urban Edge Housing Corp,Roxbury,MA,2023-04-05 00:00:00,Black/African American,Male,Decline to state,Decline to state,Decline to state,,,,,,24.0,,15.0,3.0,,,,6.0,,,,,14.0,10.0,,,,,,,,,,,,,,,,6.0,,3.0,1.0,,,,2.0,,,,,2.0,4.0,,,,,6.0,,,,,6.0,,,,,6.0,33.0,,14.0,11.0,,,,8.0,,,,,22.0,11.0,,,,,,33.0,,,,33.0,,,,33.0,,13249471.0
23-1282405,Family and Community Service of Delaware County,Media,PA,2022-01-28 17:16:49,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,8.0,1.0,,,,,,7.0,,,,,4.0,4.0,,,,,8.0,,,,,,,,,,,5.0,,1.0,,,,,4.0,,,,,3.0,2.0,,,,,5.0,,,1.0,4.0,,,,,,,33.0,,15.0,,,,,18.0,,,,,23.0,10.0,,,,,33.0,,,,,,,,,,,3257989.0
23-1352255,Pendle Hill School,Wallingford,PA,2023-03-14 00:00:00,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,0.0,3.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,5.0,,,,,,,,2.0,17.0,,,,,,,6.0,1.0,,1.0,,,,4.0,,,,,3.0,3.0,,,,,6.0,,,,6.0,,,,,,,33.0,1.0,2.0,3.0,1.0,,,26.0,,,,,18.0,15.0,,,,,,,,,,,,,,,,3150887.0
23-7108090,Operation Fresh Start Inc,Madison,WI,2022-08-31 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,3.0,,,,,10.0,,,,1.0,5.0,9.0,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,33.0,1.0,3.0,,,,,27.0,1.0,1.0,,,18.0,15.0,0.0,,,,,,,,,,,,,,,3600246.0
23-7412105,Minnesota Center for Environmental Advocacy,Saint Paul,MN,2023-04-27 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,1.0,1.0,,,1.0,,6.0,1.0,,1.0,1.0,3.0,6.0,1.0,1.0,1.0,,10.0,1.0,1.0,1.0,8.0,1.0,2.0,9.0,,1.0,2.0,12.0,,1.0,,,,,10.0,1.0,,,,6.0,6.0,,,,,12.0,,,1.0,11.0,,,,12.0,,,33.0,1.0,1.0,,,,,27.0,1.0,,3.0,,20.0,9.0,1.0,3.0,,30.0,,3.0,,30.0,,3.0,,2.0,28.0,3.0,,3527564.0
26-1089584,DC Volunteer Lawyers Project,WASHINGTON,DC,2023-06-09 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,5.0,,,,,13.0,,,,,13.0,5.0,,,,,18.0,,,1.0,17.0,,,,,,,6.0,,,1.0,,,,5.0,,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,,,6.0,33.0,1.0,1.0,4.0,1.0,,,26.0,,,,,,,,,33.0,,,,33.0,,,,33.0,,,,33.0,3381477.0
