,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,total_compensation,web_address,num_employees,total_revenue
613,540907624,OPPORTUNITY INTERNATIONAL INC,% OPPO,101 N WACKER DR STE 1150,CHICAGO,IL,60606-7304,0,3,3,1200,197301,1,15,994059911,1,1,202209.0,9,8,1,0,9,73246788.0,48691629.0,48533715.0,Q320,,540907624,Opportunity International Inc,Chicago,IL,1678147200000000000,Asian/Asian American,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,1.0,0.0,,0.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,169.0,9.0,87.0,11.0,,0.0,0.0,57.0,5.0,,,,,,,,,,,,,,,,,,,,,199096.5,339229.8333333333,41.30925984792021,0.6,0.4,11261709,WWW.OPPORTUNITY.ORG,80,53064019
614,540973221,NEW COMMUNITY SCHOOL,,4211 HERMITAGE RD,RICHMOND,VA,23227-3718,0,3,3,2000,197410,1,11,31046000,1,1,202206.0,8,7,1,0,6,23560942.0,9298513.0,8465673.0,,,540973221,New Community School,Richmond,VA,1639133196000000000,White/Caucasian/European,Female,,,,,,,,,13.0,0.0,2.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,5.0,8.0,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,73.0,1.0,5.0,,,,,62.0,1.0,,4.0,,45.0,25.0,,3.0,,,,,,,,,,,,,,207217.0,0.0,-1.0,0.0,1.0,5307401,TNCS.ORG,94,8465673
615,541041459,PATHWAY HOMES INC,% CORPORATION,10201 FAIRFAX BLVD STE 200,FAIRFAX,VA,22030-2209,0,3,3,1200,197710,1,15,160408994,1,1,202206.0,8,8,1,0,6,26877670.0,17572814.0,17405193.0,F33Z,,541041459,Pathway Homes Inc,Fairfax,VA,1606152518000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,2.0,2.0,1.0,,0.0,,7.0,,,,,6.0,6.0,,,,,,,,,,,,2.0,10.0,,,6.0,,2.0,,,,,4.0,,,,,6.0,,,,,,6.0,,,1.0,5.0,,,,,,,87.0,5.0,30.0,15.0,,,,37.0,,,,,,,,,,,,,,15.0,72.0,,,,,,,203196.0,0.0,-1.0,0.0,1.0,5341284,PATHWAYHOMES.ORG,119,17405193
616,541150923,FEED MORE INC,% KELLY BROWN,1415 RHOADMILLER ST,RICHMOND,VA,23220-1111,0,3,3,1000,198105,1,16,560603000,1,1,202206.0,8,9,1,0,6,45221610.0,83224269.0,83224269.0,K31,CENTRAL VIRGINIA FOODBANK,541150923,Feed More Inc,Richmond,VA,1691539200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,16.0,2.0,1.0,,,,,13.0,,,,,4.0,12.0,,,,,,,,,,,,,,,,7.0,,1.0,,,,,6.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,106.0,1.0,46.0,1.0,,,,58.0,,,,,,,,,,,,,,,,,,,,,,208592.0,243804.0,14.442749093534148,0.8,0.2,7913695,WWW.FEEDMORE.ORG,132,83224269
617,541264177,GATEWAY HOMES INC,,4901 LIBBIE MILL EAST BLVD SUI,RICHMOND,VA,23230-2429,8115,3,6,1200,198702,1,15,166399000,1,1,202109.0,7,8,1,0,9,8528159.0,15896120.0,15816448.0,,,541264177,Gateway Homes Inc,RICHMOND,VA,1683072000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,1.0,2.0,,,,11.0,,,,,6.0,8.0,,,,,,,,,,,,,,,,5.0,,1.0,,,,,3.0,,1.0,,,3.0,2.0,,,,,,,,1.0,4.0,,,,,,,291.0,4.0,152.0,11.0,,0.0,,93.0,9.0,,22.0,,197.0,94.0,,,,,,,,,,,,,,,,203104.0,0.0,-1.0,0.0,1.0,12154897,WWW.GATEWAYHOMES.ORG,388,16899550
618,541327878,UNITED NETWORK FOR ORGAN SHARING,,700 N 4TH ST,RICHMOND,VA,23219-1414,0,3,3,1000,198511,1,15,179994000,1,1,202209.0,9,9,1,0,9,116064598.0,95286509.0,77700683.0,,,541327878,United Network for Organ Sharing,Richmond,VA,1682294400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,42.0,7.0,7.0,2.0,,,,26.0,,,,0.0,20.0,22.0,,,,,,,,,,,,,,,,19.0,2.0,1.0,,1.0,,,15.0,,,,,10.0,9.0,,,,,,,,,,,,,,,19.0,408.0,39.0,36.0,17.0,,1.0,,306.0,9.0,,,,247.0,161.0,,,,,,,,,,,,,,,,344558.5,411292.22222222225,16.225379089752355,0.6923076923076923,0.3076923076923077,51855590,WWW.UNOS.ORG,555,77700683
619,541477799,FORKIDS INC,,1001 POINDEXTER ST,CHESAPEAKE,VA,23324-2444,0,3,3,1000,198905,1,15,399000000,1,1,202206.0,8,8,1,0,6,29511894.0,11341108.0,10595777.0,L410,,541477799,Forkids Inc,Chesapeake,VA,1665964800000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,27.0,1.0,5.0,,,,,21.0,,,,,15.0,12.0,,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,110.0,2.0,49.0,2.0,,,,52.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,0.0,212820.0,100.0,1.0,0.0,5563109,WWW.FORKIDS.ORG,141,10595777
620,541479059,BETTER HOUSING COALITION,% THE ORGANIZATION,23 W BROAD ST STE 100,RICHMOND,VA,23220-4295,0,3,3,1000,198812,1,15,398000000,1,1,202212.0,8,7,1,0,12,35711491.0,7398025.0,7381131.0,L20Z,,541479059,Better Housing Coalition,RICHMOND,VA,1687478400000000000,Black/African American,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,18.0,1.0,8.0,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,1.0,,,,,5.0,,,,,5.0,1.0,,,,,,,,,,,,,,,6.0,68.0,1.0,27.0,9.0,,2.0,,26.0,3.0,,,,44.0,24.0,,,,,,,,,,,,0.0,68.0,,,280359.0,0.0,-1.0,0.0,1.0,2317231,BETTERHOUSINGCOALITION.ORG,94,7381131
621,541574925,HABITAT FOR HUMANITY INTERNATIONAL INC,% JOHN DESMOND,967 2ND ST SE,CHARLOTTESVLE,VA,22902-6172,8545,3,9,1000,198701,1,15,398380000,1,1,202206.0,8,8,1,0,6,40599071.0,19481336.0,16550354.0,,CHARLOTTESVILLE HFH GREATER,541574925,Habitat for Humanity International Inc,Charlottesville,VA,1693526400000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,17.0,,2.0,1.0,,,,14.0,,,,,4.0,13.0,,,,,17.0,,,,,,,,,,,5.0,1.0,,,,,,4.0,,,,,2.0,3.0,,,,,5.0,,,,,,,,,,,54.0,,,,,,,,,,,,23.0,30.0,1.0,,,1.0,53.0,,,,,,,,,,,0.0,153106.0,100.0,1.0,0.0,3163978,WWW.CVILLEHABITAT.ORG,75,16550354
622,541615454,WORLD HELP,,PO BOX 501,FOREST,VA,24551-0501,0,3,3,1000,199206,1,15,7000000,1,1,202303.0,8,8,1,0,3,15328281.0,43336058.0,40944785.0,X99Z,,541615454,World Help,FOREST,VA,1689173506000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,1.0,2.0,,,,,,,,,,,,,3.0,,,65.0,,2.0,,,,,62.0,1.0,,,,39.0,26.0,,,,,,,,,,,,,65.0,,,0.0,182408.33333333334,100.0,1.0,0.0,3757070,www.worldhelp.net,61,40493708
623,541754009,VIRGINIA COMMUNITY CAPITAL INC,,110 PEPPERS FRY RD NW,CHRISTIANSBRG,VA,24073-1068,0,3,3,1200,199912,1,15,0,1,1,202112.0,9,7,1,0,12,56421694.0,9525759.0,9502783.0,S40,,541754009,Virginia Community Capital Inc,Christiansburg,VA,1651511538000000000,Black/African American,Male,,Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,2.0,7.0,2.0,,,,54.0,,,,,40.0,25.0,,,,,,,,,,,,,,,,150075.0,113673.6,-32.02273878895363,0.5555555555555556,0.4444444444444444,2896720,WWW.VACOMMUNITYCAPITAL.ORG,109,9502783
624,541799922,COMMUNITIES IN SCHOOLS OF RICHMOND INC,,100 EVERETT ST STE 2,RICHMOND,VA,23224-4260,0,3,3,1200,199605,1,15,994328000,1,1,202206.0,6,6,1,0,6,3103017.0,4461414.0,4461414.0,I21,,541799922,Communities in Schools of Richmond Inc,RICHMOND,VA,1611757172000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,,4.0,1.0,,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,33.0,4.0,,,,22.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,151480.0,100.0,1.0,0.0,3633734,WWW.CISOFRICHMOND.ORG,76,4461414
625,541849891,NEIGHBORHOOD HEALTH,% BASIM KHAN MD,6677 RICHMOND HWY,ALEXANDRIA,VA,22306-6647,0,3,3,1200,199708,1,15,994154179,1,1,202206.0,8,8,1,0,6,23469014.0,38855948.0,38855948.0,E32,,541849891,Neighborhood Health,Alexandria,VA,1654819200000000000,Asian/Asian American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,1.0,2.0,3.0,,0.0,,3.0,,,,,6.0,3.0,,,,0.0,9.0,,,,9.0,,,,9.0,,,10.0,2.0,1.0,3.0,,0.0,,4.0,,,,,7.0,3.0,,,,0.0,10.0,,,0.0,10.0,,,1.0,9.0,,,262.0,23.0,36.0,151.0,,0.0,,47.0,2.0,,,3.0,219.0,40.0,,,3.0,,259.0,,3.0,,259.0,,3.0,1.0,258.0,,3.0,191588.0,212811.0,9.972698779668345,0.3333333333333333,0.6666666666666666,23655493,WWW.NEIGHBORHOODHEALTHVA.ORG,410,38855948
626,541882970,WESTMINSTER-CANTERBURY OF THE BLUE,,250 PANTOPS MTN RD,CHARLOTTESVILLE,VA,22911-8694,0,3,3,1000,199806,1,17,602000000,1,1,202206.0,8,6,1,0,6,19154018.0,1936674.0,1936674.0,T90Z,,541882970,Westminster-Canterbury of the Blue,Charlottesville,VA,1689292800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,,,,13.0,,,,13.0,6.0,,1.0,,,,,5.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,305.0,4.0,106.0,15.0,,,,109.0,6.0,,65.0,,197.0,81.0,,3.0,24.0,,,,,,,,,12.0,146.0,5.0,142.0,246497.0,573097.0,56.988607513213296,0.5,0.5,0,WWW.WESTMINSTERCANTERBURY.ORG,0,1936674
627,541983817,THE ORPHANETWORK,% STRICKLAND & SHULER,2624 SOUTHERN BLVD STE 202,VIRGINIA BCH,VA,23452-7433,0,3,3,1200,200203,1,15,0,1,1,202212.0,6,7,1,0,12,3197466.0,6364822.0,6293778.0,P99,,541983817,The Orphanetwork,VIRGINIA BCH,VA,1648205652000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,7.0,,1.0,,,,,6.0,,,,,1.0,6.0,,,,,7.0,,,,7.0,,,,,,,5.0,,,1.0,,,,4.0,,,,,2.0,3.0,,,,,5.0,,,,5.0,,,,5.0,,,111.0,,,106.0,,,,5.0,,,,,87.0,24.0,,,,,111.0,,,,,,,,,,,0.0,107800.0,100.0,1.0,0.0,1462832,www.orphanetwork.org,8,6293778
628,560532314,SAINT MARYS SCHOOL,% MICHELLE LAMMON,900 HILLSBOROUGH ST,RALEIGH,NC,27603-1610,0,3,3,2000,193802,1,11,30000000,1,1,202206.0,9,9,1,0,6,84583083.0,55394049.0,36030346.0,B410,,560532314,Saint Marys School,Raleigh,NC,1674738696000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,,1.0,,,,,23.0,,,,,17.0,7.0,,,,,24.0,,,1.0,23.0,,,,,,24.0,9.0,,1.0,,,,,8.0,,,,,6.0,3.0,,,,,9.0,,,,9.0,,,,,,9.0,125.0,3.0,12.0,10.0,,0.0,,99.0,1.0,,,,91.0,34.0,,,,,125.0,,,2.0,54.0,,69.0,,,,125.0,240210.5,260175.5,7.673666429006574,0.5,0.5,8682995,www.sms.edu,198,36030346
629,560538016,GODS WORLD PUBLICATIONS INC,,PO BOX 2330,ASHEVILLE,NC,28802-2330,0,3,3,7000,195112,1,16,8029000,1,1,202206.0,7,8,1,0,6,7447758.0,14166802.0,14166802.0,X830,,560538016,Gods World Publications Inc,Asheville,NC,1661299200000000000,,,,,,,,,,,9.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,12.0,,1.0,,,,,11.0,,,,,5.0,7.0,,,,,12.0,,,,12.0,,,,,,,72.0,2.0,4.0,3.0,,,,58.0,2.0,,,3.0,46.0,26.0,,,,,72.0,,,,72.0,,,,,,,0.0,157289.66666666666,100.0,1.0,0.0,5738897,WWW.GWPUB.COM,94,14166802
630,560543244,ALLIANCE CENTER FOR EDUCATION INC,,700 PARKWOOD AVE,CHARLOTTE,NC,28205-2655,0,3,3,1200,197607,1,15,29059328,1,1,202212.0,6,7,1,0,12,4956730.0,9656987.0,9656987.0,B20,,560543244,Alliance Center for Education Inc,Charlotte,NC,1655942400000000000,Black/African American,Male,Decline to state,Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,1.0,,,,,1.0,2.0,,,,,,3.0,,,,3.0,,,,3.0,,165.0,,,,,,,,,,165.0,,,,,165.0,,,,165.0,,,,165.0,,,,165.0,,0.0,196334.0,100.0,1.0,0.0,7053119,HTTP://WWW.AC4ED.ORG,169,11149397
631,560547482,THE METHODIST HOME FOR CHILDREN INC,% PAM PATRICK,1041 WASHINGTON ST,RALEIGH,NC,27605-1259,0,3,3,1000,193709,1,15,326000000,1,1,202206.0,7,8,1,0,6,8593476.0,22636089.0,22308559.0,P730,,560547482,The Methodist Home for Children Inc,Raleigh,NC,1603111490000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,28.0,,3.0,,,1.0,,24.0,,,,,12.0,16.0,,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,1.0,3.0,,,,,4.0,,,,4.0,,,,,,,316.0,,117.0,,,1.0,,91.0,4.0,,103.0,,224.0,91.0,,1.0,,,,,,,,,,,,,,0.0,197477.0,100.0,1.0,0.0,15444680,WWW.MHFC.ORG,467,22308559
632,560547499,BAPTIST CHILDRENS HOMES OF NORTH CAROLINA INC,% BILL CHAISSON,PO BOX 338,THOMASVILLE,NC,27361-0338,0,3,3,1200,200606,1,15,29326399,1,1,202209.0,9,8,1,0,9,70752031.0,39521435.0,37344111.0,P700,,560547499,Baptist Childrens Homes of North Carolina Inc,Thomasville,NC,1695736267000000000,,,,,,,,,,,35.0,,,,,1.0,,34.0,,,,,9.0,26.0,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,6.0,,,,6.0,,,,,,,300.0,,,,,,,,,,300.0,,,,,300.0,,,,300.0,,,,300.0,,,,300.0,,173292.0,244165.33333333334,29.026779668421398,0.75,0.25,18433571,www.bchfamily.org,397,37344111
633,560556755,NORTH CAROLINA SYMPHONY SOCIETY INC,,3700 GLENWOOD AVE STE 130,RALEIGH,NC,27612-5530,0,3,3,2000,194502,1,15,119059000,1,1,202206.0,8,8,1,0,6,32524457.0,44128915.0,22246893.0,A690,,560556755,North Carolina Symphony Society Inc,Raleigh,NC,1679961600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,57.0,1.0,5.0,,,,,51.0,,,,,21.0,36.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,98.0,12.0,4.0,3.0,,,,79.0,,,,,52.0,45.0,1.0,,,,,,,,,,,,,,,235301.5,177219.0,-32.774420349962476,0.3333333333333333,0.6666666666666666,9695372,NCSYMPHONY.ORG,181,22246893
634,560657294,METHODIST UNIVERSITY INC,% DAWN AUSBORN,5400 RAMSEY ST,FAYETTEVILLE,NC,28311-1420,0,3,3,1000,200901,1,11,46030000,5,1,202206.0,9,9,1,0,6,132260615.0,115669010.0,89510877.0,B03,,560657294,Methodist University Inc,Fayetteville,NC,1680249500000000000,White/Caucasian/European,Male,,,,,,,,,28.0,1.0,4.0,,,,,23.0,,,,,5.0,23.0,,,,,,,,,,,,,,,,10.0,,2.0,,,,,8.0,,,,,4.0,6.0,,,,,,,,,,,,,,,,578.0,26.0,108.0,27.0,,7.0,1.0,393.0,8.0,,8.0,,314.0,258.0,,6.0,,,,,,,,,,,,,,184986.75,285856.5,35.28684847117347,0.3333333333333333,0.6666666666666666,30141225,www.methodist.edu,1059,89510877
635,560689235,FAMILY SERVICES INC,,1200 S BROAD ST,WINSTON SALEM,NC,27101-5760,0,3,3,1000,196208,1,15,999000000,1,1,202206.0,8,8,1,0,6,13053740.0,11941921.0,11597256.0,P200,,560689235,Family Services Inc,Winston Salem,NC,1665360000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,4.0,,,,,6.0,,,,,6.0,4.0,,,,0.0,10.0,,,0.0,10.0,,,1.0,9.0,,,6.0,,1.0,,,,,5.0,,,,,6.0,,,,,,6.0,,,,6.0,,,,6.0,,,156.0,,75.0,17.0,,1.0,,46.0,2.0,,6.0,9.0,138.0,18.0,,,,0.0,156.0,0.0,,6.0,120.0,30.0,,11.0,145.0,,,0.0,168625.0,100.0,1.0,0.0,7004125,WWW.FSIFAMILY.ORG,183,11597256
636,560844639,GOODWILL INDUSTRIES OF THE SOUTHERN PIEDMONT INC,,PO BOX 668768,CHARLOTTE,NC,28266-8768,0,3,3,1200,196510,1,15,59160917,1,1,202212.0,9,9,1,0,12,112505478.0,101268978.0,87885152.0,J32Z,,560844639,Goodwill Industries of the Southern Piedmont Inc,CHARLOTTE,NC,1676419200000000000,Black/African American,Male,Not transgender (cisgender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,1.0,1.0,,,,2.0,2.0,,,,3.0,3.0,,,,,,,,,,,,,,,,960.0,20.0,463.0,95.0,,2.0,,342.0,31.0,,7.0,,597.0,359.0,,4.0,,,,,,,,,,,,,,172487.83333333334,199743.25,13.645225391429577,0.4,0.6,43771402,WWW.GOODWILLSP.ORG,3382,82780757
637,560862842,GOODWILL INDUSTRIES OF CENTRAL NORTH CAROLINA INC,,1235 S EUGENE ST,GREENSBORO,NC,27406-1309,0,3,3,1200,196706,1,15,59160000,1,1,202206.0,8,9,1,0,6,40100021.0,51197779.0,25790924.0,J32Z,,560862842,Goodwill Industries of Central North Carolina Inc,Greensboro,NC,1694563200000000000,White/Caucasian/European,Male,,,,,,,,,19.0,,4.0,,,,,15.0,,,,,4.0,15.0,,,,,,,,,,,,,,,,9.0,,1.0,,,,,8.0,,,,,5.0,4.0,,,,,,,,,,,,,,,,441.0,6.0,173.0,23.0,,4.0,1.0,225.0,9.0,,,,278.0,163.0,,,,,,,,,,,,,,,,170288.66666666666,230449.66666666666,26.10591756117388,0.5,0.5,14223976,WWW.TRIADGOODWILL.ORG,899,25790924
638,560863474,CHILDREN AND FAMILIES FIRST,,1200 ARLINGTON ST,GREENSBORO,NC,27406-1421,0,3,3,1200,196711,1,15,59000000,1,1,202112.0,8,8,1,0,12,16601119.0,28452044.0,28435944.0,P33Z,,560863474,Children and Families First,Greensboro,NC,1678752000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,,,,,,17.0,1.0,7.0,2.0,,,,7.0,,,,,13.0,4.0,,,,,,,17.0,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,3.0,1.0,,,,,4.0,,,,4.0,,,1.0,,,3.0,372.0,7.0,281.0,22.0,,1.0,,56.0,4.0,,1.0,,344.0,28.0,,,,,,,,,,,,,,,,194171.0,0.0,-1.0,0.0,1.0,18035544,WWW.GUILFORDCHILDDEV.ORG,471,28435944
639,560928743,YMCA OF CATAWBA VALLEY,,315 1ST AVE NW STE 104,HICKORY,NC,28601-6169,0,3,3,1270,196904,1,16,324000000,1,1,202212.0,8,8,1,0,12,25100141.0,11726264.0,11297403.0,P27Z,,560928743,YMCA of Catawba Valley,HICKORY,NC,1692717988000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,,3.0,1.0,,,,19.0,,,,,7.0,16.0,,,,0.0,23.0,0.0,0.0,0.0,23.0,0.0,,0.0,23.0,0.0,,6.0,,1.0,,,,,5.0,,,,,3.0,3.0,,,,,6.0,,,,6.0,,,,6.0,,,439.0,8.0,51.0,35.0,,3.0,,336.0,,,,6.0,312.0,127.0,,,,0.0,0.0,,439.0,0.0,0.0,0.0,439.0,,439.0,,,0.0,187846.0,100.0,1.0,0.0,4846046,WWW.YMCACV.ORG,491,11297403
640,560942853,POPULATION SERVICES INTERNATIONAL,% KIM SCHWARTZ,1120 19TH ST NW STE 600,WASHINGTON,DC,20036-3605,0,3,3,8200,197103,1,16,59029000,1,1,202112.0,9,9,1,0,12,298351627.0,467769179.0,442491509.0,,,560942853,Population Services International,Washington,DC,1694131200000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,17.0,1.0,6.0,1.0,,,,9.0,,,,,11.0,6.0,,,,,17.0,,,,,,17.0,,,,17.0,37.0,6.0,3.0,,,,,25.0,1.0,,,2.0,22.0,15.0,,,,,,,,,,,,,,,37.0,4195.0,44.0,100.0,23.0,,,,172.0,9.0,,,3847.0,224.0,145.0,,,3826.0,,,,,,,,,1.0,342.0,,3852.0,264150.6666666667,346322.5,23.726969322909515,0.4,0.6,100285768,WWW.PSI.ORG,408,442491509
641,561022483,TELAMON CORPORATION,% MICHAEL VAZQUEZ,5560 MUNFORD RD STE ST 201,RALEIGH,NC,27612-2635,0,3,3,1200,197303,1,15,566000000,1,1,202109.0,8,9,1,0,9,28971791.0,85006099.0,85006099.0,P200,,561022483,Telamon Corporation,Raleigh,NC,1640166767000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,6.0,3.0,,,,4.0,0.0,,,,8.0,5.0,,,,,,,13.0,,,,13.0,,,,,7.0,,0.0,1.0,,,,6.0,,,,,3.0,4.0,,,,,,,7.0,,,,7.0,,,,7.0,985.0,25.0,456.0,0.0,,6.0,,495.0,0.0,,0.0,3.0,549.0,42.0,,,394.0,,,,,,,,,,,,,26369.272727272728,36453.666666666664,27.663592887941597,0.35294117647058826,0.6470588235294118,46986591,www.telamon.org,1422,85006099
642,561071085,IPAS,,PO BOX 9990,CHAPEL HILL,NC,27515-1990,0,3,3,1200,197405,1,15,569000000,1,1,202206.0,9,9,1,0,6,140923971.0,66560473.0,66162811.0,Q300,,561071085,Ipas,Chapel Hill,NC,1649347427000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,2.0,2.0,3.0,,,,6.0,,,,,8.0,5.0,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,,3.0,,,,,4.0,1.0,,,,,5.0,,,,,,5.0,,,,,82.0,8.0,10.0,7.0,,,,51.0,1.0,,,5.0,69.0,12.0,,,1.0,,,,82.0,,,,82.0,,,,82.0,244089.85714285713,215779.66666666666,-13.119952826659823,0.3,0.7,23236149,WWW.IPAS.ORG,104,66162811
643,561076893,GREENSBORO MONTESSORI SCHOOL,% MEADE WILLIS,2856 HORSE PEN CREEK RD,GREENSBORO,NC,27410-9700,0,3,3,2000,197504,1,11,46030000,1,1,202206.0,7,7,1,0,6,6625468.0,5674271.0,4441755.0,B21Z,,561076893,Greensboro Montessori School,Greensboro,NC,1693958400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,,1.0,2.0,,1.0,9.0,,,,,5.0,8.0,,,,,,,,,13.0,,,1.0,12.0,,,11.0,,,1.0,,,,10.0,,,,,8.0,3.0,,,,,11.0,,,,11.0,,,,,,,59.0,4.0,6.0,7.0,,,,42.0,,,,,52.0,7.0,,,,,59.0,,,1.0,58.0,,,,,,,0.0,164460.0,100.0,1.0,0.0,3199577,N/A,87,4441755
